2.7069963099873145e-11,1.1294286688532644e-05,0.00025081149322232516,4.818482770651039e-06,9.520309145281978e-05,2.248780666813876e-05,5.686868564086723e-08,8.087975068826999e-09,6.649728914485961e-05,3.3800605778555622e-06
3.048796449577018e-11,1.1923600734353696e-05,0.0002625068975885381,5.123398945320139e-06,0.00010047186007963529,2.378455302297607e-05,6.289130976209718e-08,8.822732805931848e-09,7.001553572630404e-05,3.634634956001087e-06
3.4326455103417127e-11,1.2585779000244865e-05,0.00027468488565847036,5.446402435252223e-06,0.00010600449423694922,2.5151494822125498e-05,6.952489640289436e-08,9.622030814110007e-09,7.370472949755726e-05,3.907229729568759e-06
3.863574142664843e-11,1.3282409438671406e-05,0.00028736216451598443,5.788485954394725e-06,0.00011181255415512274,2.6592155797164936e-05,7.682849477677242e-08,1.0491332776169087e-08,7.757233001211343e-05,4.199029566942923e-06
4.347197017567873e-11,1.4015149617416918e-05,0.0003005558664236165,6.150691628817429e-06,0.00011790801361909688,2.811022070998e-05,8.486655290384529e-08,1.1436546351661305e-08,8.16260781018808e-05,4.511290176423914e-06
4.889778446293626e-11,1.4785729398012577e-05,0.0003142835526610974,6.534113151685237e-06,0.00012430326982595694,2.97095418465244e-05,9.370938000847239e-08,1.2464057630607307e-08,8.587400432765753e-05,4.845342076693126e-06
5.498305113098567e-11,1.5595953698679005e-05,0.00032856321705770366,6.93989801487669e-06,0.00013101115321857785,3.1394145727641744e-05,1.0343364548840736e-07,1.3580768123518968e-08,9.032443758523534e-05,5.202594534097222e-06
6.180566662257383e-11,1.6447705343568167e-05,0.000343413289200567,7.369249819027286e-06,0.00013804493727863652,3.3168240041976827e-05,1.1412291706585358e-07,1.4794134463208833e-08,9.498601386560909e-05,5.584539671960097e-06
6.945244954097097e-11,1.7342948000093564e-05,0.000358852637300904,7.823430663767526e-06,0.00014541834826150925,3.503622080601526e-05,1.2586824089207066e-07,1.611221100513895e-08,9.98676851675408e-05,5.992756757153099e-06
7.802012885675345e-11,1.828372920613017e-05,0.00037490057069991604,8.303763619911285e-06,0.0001531455748547555,3.700267975629102e-05,1.387687665461673e-07,1.754369552497902e-08,0.00010497872856048432,6.42891666916438e-06
8.761643760118155e-11,1.9272183488855276e-05,0.0003915768419958916,8.81163528533048e-06,0.000161241277741066,3.907241197878596e-05,1.5293242004570468e-07,1.9097978224644562e-08,0.0001103287553956017,6.894786556905451e-06
9.836132285320634e-11,2.0310535576994748e-05,0.0004089016487739873,9.348498426232207e-06,0.00016972059904577717,4.125042378054163e-05,1.684766281719483e-07,2.0785194271425047e-08,0.00011592772066236986,7.392234688480807e-06
1.1038828388401192e-10,2.1401103708220787e-05,0.0004268956349199508,9.915874705525319e-06,0.00017859917164820638,4.35419408084693e-05,1.8552909760607076e-07,2.26162801088929e-08,0.00012178593248798239,7.92323549911601e-06
1.2384585147793943e-10,2.2546303033434294e-05,0.000445579891499041,1.051535749993464e-05,0.00018789312833528599,4.595241642031961e-05,2.0422865257466646e-07,2.460303379317872e-08,0.00012791406177649247,8.489874842399737e-06
1.3889922271003034e-10,2.374864911964553e-05,0.00046497595718133936,1.114861480748542e-05,0.00019761911077517368,4.8487540312734785e-05,2.247261349135819e-07,2.6758179623923947e-08,0.00013432315198436617,9.094355449937241e-06
1.5573206683750158e-10,2.5010761553140546e-05,0.0004851058181945928,1.1817392246938544e-05,0.00020779427828770196,5.115324741124755e-05,2.471853706783725e-07,2.9095437355815715e-08,0.00014102462902880806,9.739002604437087e-06
1.7454851946525935e-10,2.633536764460137e-05,0.0005059919077858374,1.2523516150715103e-05,0.00021843631638778088,5.395572702704682e-05,2.717842076580186e-07,3.1629596294144224e-08,0.0001480303113249649,1.0426270031165615e-05
1.9557538378464356e-10,2.7725306237812828e-05,0.000527657105173022,1.3268896752795387e-05,0.00022956344507707555,5.6901432285248805e-05,2.987156283855049e-07,3.437659459629257e-08,0.00015535241994777942,1.1158746012590621e-05
2.1906455947169467e-10,2.9183531623560256e-05,0.0005501247339680282,1.4055531473023526e-05,0.00024119442685853216,5.999708982934045e-05,3.281889434849169e-07,3.73536041205692e-08,0.0001630035889139905,1.1939159730910289e-05
2.4529572177878716e-10,3.071311756028744e-05,0.000573418560052627,1.488550829918898e-05,0.00025334857444761667,6.324970980637697e-05,3.604310704496733e-07,4.0579121184342835e-08,0.0001709968755794699,1.2770387843015097e-05
2.7457927547476246e-10,3.231726140303944e-05,0.0005975627888890351,1.5761009268185022e-05,0.0002660457581533576,6.666659613740004e-05,3.9568790321016214e-07,4.407306361507289e-08,0.00017934577114675073,1.3655461292258102e-05
3.072596105985791e-10,3.399928834217914e-05,0.0006225820622470871,1.6684314047477915e-05,0.00027930641290167964,7.025535707745347e-05,4.3422577812181507e-07,4.785687450065298e-08,0.0001880642112773307,1.45975723612229e-05
3.4371868950500916e-10,3.576265575331152e-05,0.0006485014543301891,1.7657803618034958e-05,0.0002931515448727508,7.402391606942521e-05,4.763330422856856e-07,5.19536330694643e-08,0.000197166586802969,1.5600081969458168e-05
3.8437999741547497e-10,3.7610957659807216e-05,0.0006753464672826996,1.868396405978089e-05,0.0003076027377235371,7.798052289583272e-05,5.223217304035906e-07,5.638817315582217e-08,0.00020666775452992306,1.666652721991506e-05
