7.56749885802991e-06,1.3063751880833792e-09,1.1038711720118762e-08,1.0030936839908702e-06,4.7105775600274776e-08,2.7492118980402232e-14,2.0691173289843395e-07,7.827688732447617e-07,6.498866264395488e-07,1.2068096006747356e-06,1.647472175785582e-11,4.3668096540136314e-18,0.000529895537856307,1.2508863475856853e-17,7.898696465789798e-14,0.0042716707678827,9.407790079428017e-13,2.156011973752896e-06,6.651095758640448e-07,3.969753369001628e-11,1.7792150555651708e-19,4.3981787663229247e-07,3.661619811700426e-06,1.794314539092882e-08,0.007480126934998285,1.395189772203595e-06,8.896288565633867e-08,2.2138029694690282e-08,5.434300399646788e-10,9.361571379173364e-12,5.487223394614709e-08,5.060109789918355e-08,2.1322502327471106e-07,6.160057991067855e-07,2.593036192141085e-07,6.241100061208612e-13,2.6423211820366683e-07,1.88942542974033e-08,1.0032601218215062e-11,0.022880925869651295,1.9896239791862942e-10,3.154410978576859e-08,1.2359622192717229e-08,4.146237455554739e-10,4.7213700965785163e-07,0.02922112018254315,6.78756085600383e-05,7.626763721894892e-08,2.6557271377374237e-11,0.02091716474960205
8.764013019602987e-06,1.6153789562833418e-09,1.344349460397839e-08,1.1815415266867111e-06,5.676193364290811e-08,3.608725271595e-14,2.46687657662417e-07,9.238490965259e-07,7.683221999077494e-07,1.4245523607900641e-06,2.0854014787172505e-11,5.94825285350574e-18,0.0005870719938154227,1.6967015044736107e-17,1.0321933048995071e-13,0.0045874139989014,1.2091918306289373e-12,2.5348900859403328e-06,7.860526215463917e-07,5.013803484072573e-11,2.457963851373448e-19,5.214266875189736e-07,4.2673800864401064e-06,2.1798813359268782e-08,0.007945010365059974,1.639044402265097e-06,1.070897968464341e-07,2.6939187459377546e-08,6.741051338687428e-10,1.1885690269665254e-11,6.636460425549917e-08,6.095402186207594e-08,2.5416559541408493e-07,7.283812246420231e-07,3.0864025246929003e-07,8.064666046215943e-13,3.1445655815972927e-07,2.2910707873610705e-08,1.2732755228377722e-11,0.0222312987611571,2.4981601798107006e-10,3.814022876242194e-08,1.5029690908288385e-08,5.151192035022376e-10,5.594208368826191e-07,0.028842937015608115,7.697915085147858e-05,9.163745613915646e-08,3.3664242867182824e-11,0.020314442141199304
1.013645728924569e-05,1.994933633059754e-09,1.635099161850144e-08,1.3899175692632372e-06,6.830817665742519e-08,4.730828263965396e-14,2.937258507262086e-07,1.0889338874032741e-06,9.071626968377563e-07,1.679420526774234e-06,2.636302577003185e-11,8.091914661726335e-18,0.0006495684250741381,2.298421269868349e-17,1.347112851732153e-13,0.004920061607972539,1.552158372180256e-12,2.976515822987156e-06,9.277783718358424e-07,6.324229201659079e-11,3.3912596014050495e-19,6.173723299813258e-07,4.966861067363922e-06,2.644889049478388e-08,0.008427764881841816,1.9230059278722115e-06,1.2874484592285762e-07,3.273879722442259e-08,8.351129475295132e-10,1.507067731406514e-11,8.01591585444786e-08,7.332964564674177e-08,3.0257176721533647e-07,8.601325003921173e-07,3.668846139811061e-07,1.0407514497958209e-12,3.737389212295606e-07,2.77446836087662e-08,1.6138525789996353e-11,0.021571906629203365,3.1325839338253775e-10,4.605600727247832e-08,1.825271214782194e-08,6.391366990276484e-10,6.619758449323012e-07,0.028432467104863746,8.718965123324216e-05,1.0996238174641091e-07,4.261765664177448e-11,0.01971632644063825
1.1708517595783796e-05,2.4605393077879733e-09,1.986160193647365e-08,1.6329078151822075e-06,8.209575395288298e-08,6.193816658715459e-14,3.492764991054335e-07,1.2818434927189243e-06,1.0697028137364613e-06,1.9773427057599824e-06,3.328395100577007e-11,1.0993853366288009e-17,0.0007177792378034464,3.109499324873826e-17,1.7558372710022773e-13,0.0052699390090210005,1.9898032139259924e-12,3.4905869346670434e-06,1.0936318446839142e-06,7.966809357860627e-11,4.672885562560942e-19,7.300198236930721e-07,5.773448793971173e-06,3.204959254184428e-08,0.00892817710841145,2.25321689158721e-06,1.54580354307205e-07,3.973503965254223e-08,1.0332286237349765e-09,1.908419523259158e-11,9.669467670955673e-08,8.810320048094401e-08,3.5972706932529836e-07,1.014389302995058e-06,4.3555139152948175e-07,1.3413530006822086e-12,4.436174596575236e-07,3.3554715985882496e-08,2.0428570091108034e-11,0.02090473601427734,3.923000036023951e-10,5.554275150092535e-08,2.213794306676388e-08,7.919763538594765e-10,7.823094649353333e-07,0.02799123444458397,9.862549810221567e-05,1.3178131119678772e-07,5.388223939811095e-11,0.01912507563240368
1.3506728674198945e-05,3.0309605351786504e-09,2.4094772963220194e-08,1.9158736624830008e-06,9.853742141134451e-08,8.098738120242935e-14,4.1479069624506326e-07,1.5069593622285887e-06,1.2597297465901487e-06,2.3251231115171044e-06,4.1967064586945685e-11,1.4917135066066995e-17,0.0007921169754036488,4.2013416866047284e-17,2.2856088225265033e-13,0.005637325083297709,2.547519527453135e-12,4.088180172175372e-06,1.287456043770197e-06,1.0023001549092001e-10,6.430546537540717e-19,8.620963288803578e-07,6.702259781146235e-06,3.878628071499035e-08,0.009445949622886309,2.6366825639477935e-06,1.8536238320664753e-07,4.816341656271674e-08,1.2766778166144893e-09,2.4135019791620913e-11,1.1648895776742422e-07,1.0571552026743896e-07,4.271210247593785e-07,1.1947489731842446e-06,5.163953377276408e-07,1.726531876816137e-12,5.258738518004575e-07,4.0528439719571074e-08,2.582526130155076e-11,0.020231743327638968,4.906446534906484e-10,6.689701706313748e-08,2.6815113365854205e-08,9.80083594766261e-10,9.233109670325089e-07,0.027520859983430217,0.0001114155795906272,1.5772563428638556e-07,6.803573900716211e-11,0.018542900708541903
1.556076668332877e-05,3.728882299965164e-09,2.9192408089151993e-08,2.2449395567289254e-06,1.1811748434293947e-07,1.0575825094225586e-13,4.919501467603666e-07,1.76929871405944e-06,1.4815900978603984e-06,2.7305588859821953e-06,5.2846529308333586e-11,2.021425791146988e-17,0.0008730119566142222,5.669206753874325e-17,2.971371228391067e-13,0.006022447364257827,3.257303623657319e-12,4.781927749295633e-06,1.5136592345692878e-06,1.2593537448298945e-10,8.837904903257021e-19,1.0167417411126893e-06,7.7703367731681e-06,4.6878580508086795e-08,0.009980697569233352,3.081379382373834e-06,2.219892507488797e-07,5.830336631418077e-08,1.5754328959707518e-09,3.048275450072478e-11,1.4015214015092264e-07,1.2668374034287328e-07,5.064795659244742e-07,1.4053399395402876e-06,6.114461986204651e-07,2.2194307772275792e-12,6.225685513512817e-07,4.888760181100727e-08,3.260499485417817e-11,0.019554845729089974,6.128426666788504e-10,8.046824340178685e-08,3.2438033848727916e-08,1.2112853644629298e-09,1.0883044423557177e-06,0.027023051721286447,0.00012569994378701805,1.8853401556081148e-07,8.579540265817957e-11,0.017971958124116158
1.7903764925975836e-05,4.581690977351939e-09,3.5322843447797564e-08,2.6270904931769612e-06,1.4140334599726194e-07,1.379269410294898e-13,5.827008200544576e-07,2.0745977502766635e-06,1.7402647911506206e-06,3.202571220682496e-06,6.645972896903699e-11,2.735691652469286e-17,0.000960911753949783,7.640000728438599e-17,3.857885262769938e-13,0.0064254772303594145,4.159415643735244e-12,5.5862133390288925e-06,1.7772902045995966e-06,1.5802808051192758e-10,1.2130802429440212e-18,1.1975655548299817e-06,8.996862571344422e-06,5.6586337561398276e-08,0.010531945656493867,3.596375052581611e-06,2.6551282347799395e-07,7.048597069773833e-08,1.9415664799435395e-09,3.844974912179364e-11,1.6840209547714528e-07,1.516135994509931e-07,5.99799490540437e-07,1.6508926981591788e-06,7.230481953465782e-07,2.849339027892395e-12,7.36080732244671e-07,5.889387356180361e-08,4.111082700232122e-11,0.018875912545407873,7.644763992398288e-10,9.666757968893427e-08,3.9188796529873294e-08,1.4950725416588936e-09,1.2811082884043326e-06,0.026499594402527478,0.000141630467532791,2.2506934194435019e-07,1.0805040810774795e-10,0.017414342751911987
2.057265356252089e-05,5.622402693059955e-09,4.2685481026541346e-08,3.070280246669039e-06,1.6905876388806533e-07,1.796478143738131e-13,6.892910054930095e-07,2.4294043357208705e-06,2.0414527868728182e-06,3.7513516096987335e-06,8.347087048989009e-11,3.697545396468435e-17,0.0010562805002285482,1.0282562830964733e-16,5.002407852499707e-13,0.006846525145271488,5.30444302212791e-12,6.517389320658743e-06,2.084122286867149e-06,1.9804204281668573e-10,1.6629093320802314e-18,1.40871064745753e-06,1.0403393038071158e-05,6.821653596384689e-08,0.01109912559311495,4.191961277913083e-06,3.171629560891959e-07,8.510291819503149e-08,2.3896727222077357e-09,4.843569973212913e-11,2.020821875574296e-07,1.812135604088193e-07,7.09387419184531e-07,1.9368190878149212e-06,8.539045672333624e-07,3.6532736276765096e-12,8.691533402233216e-07,7.085557861849528e-08,5.176794988593923e-11,0.018196757278290024,9.523845443719681e-10,1.1597807086718715e-07,4.728265494632957e-08,1.8429370732741217e-09,1.5061018640098286e-06,0.025952338892520087,0.00015937152933721125,2.683381193869341e-07,1.35901526438752e-10,0.016872081345872814
2.360852411027035e-05,6.890765220932183e-09,5.1516177508240755e-08,3.5835512531325886e-06,2.018590392845026e-07,2.3368606112276083e-13,8.143142624634289e-07,2.841181002035841e-06,2.3916644467901194e-06,4.388524651788077e-06,1.046997550948075e-10,4.99110810203777e-17,0.0011595980113518465,1.3821216459972578e-16,6.478079866295399e-13,0.007285635987255586,6.755860586971785e-12,7.5940170793215585e-06,2.4407469769036083e-06,2.478661118314351e-10,2.2765988739092833e-18,1.6549246851478347e-06,1.2014110368282517e-05,8.21313211103235e-08,0.011681574001655379,4.879800120637853e-06,3.7837549675777256e-07,1.0261691063686148e-07,2.9373685400210793e-09,6.093550645428613e-11,2.4218172415179066e-07,2.1631098978668232e-07,8.379037587997549e-07,2.2693006489154527e-06,1.0071277283882258e-06,4.677953096093623e-12,1.02494380557689e-06,8.513546793151099e-08,6.510261085406678e-11,0.017519130243776704,1.184932918036995e-09,1.3896639337241135e-07,5.6973685129102796e-08,2.2687737762005734e-09,1.768300028647778e-06,0.025383191325510823,0.0001791006813396053,3.1951263365444725e-07,1.7070955534326716e-10,0.01634712651651932
2.7057019398095603e-05,8.43456385901073e-09,6.209350167377511e-08,4.177167109338311e-06,2.4070839044681467e-07,3.035860175816267e-13,9.607578012342214e-07,3.3184191863733965e-06,2.7983254501114722e-06,5.12732890453252e-06,1.3115679720316507e-10,6.728489766299867e-17,0.0012713587140553081,1.8553598243179108e-16,8.378203838197443e-13,0.0077427845114648244,8.593202089466099e-12,8.837132242315768e-06,2.8546780249522296e-06,3.0982292818209555e-10,3.1127442414788874e-18,1.941639901348519e-06,1.385609769336111e-05,9.875728786819425e-08,0.012278530857153958,5.673085033124621e-06,4.508243228631533e-07,1.2357372497635833e-07,3.6058890001975923e-09,7.6561082420076e-11,2.8985946820453363e-07,2.578706639745845e-07,9.884122201492127e-07,2.655386902955058e-06,1.1862956353369664e-06,5.9822580767477766e-12,1.2070810168099746e-06,1.0215968887583162e-07,8.176520731965717e-11,0.0168447118780473,1.4723408482356978e-09,1.6629635309983732e-07,6.856134081151262e-08,2.7893584473683343e-09,2.0734363300466467e-06,0.024794102112473307,0.00020100931461099187,3.7995622469283683e-07,2.1415437256608875e-10,0.015841351215719744
