1.2348230081756557e-09,6.226189357761474e-12,2.6495856146386913e-06,3.705968699842336e-06,1.0142682884641975e-05,0.00013700382139929867,1.973159354273415e-12,4.7642081989076954e-05,1.042911710658895e-09,4.605696101799129e-05,3.1350604991378477e-05,2.996583918523333e-06,9.762024285725807e-07,4.483381535368245e-06,8.760560923220315e-08,1.370229215919154e-07,1.1327173663089289e-05,7.889333121620986e-06,0.0013642119812802313,8.772045095584924e-07,1.6787214422805741e-06,5.441526990648472e-07,2.980433966642579e-07,7.170824721119706e-06,5.942217102148454e-05,5.022868157320354e-12,0.0002754490033961369,7.121356858020928e-07,1.4769682591229483e-07,6.381640456942313e-07,0.00048413977688201073,3.0531244010321224e-06,2.926009638422519e-09,3.6669632978961227e-06,7.558468535953717e-07,2.4238983792023055e-07,1.3477770136002316e-09,0.00047908309913767896,4.549413042458251e-06,6.781768636645274e-17,0.0011732536868265808,7.050163025083028e-05,0.0018229371946355266,1.3042213678255787e-06,7.498498225673151e-06,1.3343858441719941e-05,3.1006841746144973e-07,2.383075163728094e-15,0.00024958769416391337,3.3641016516900252e-09,7.401825868366493e-06,2.541995525813042e-08,0.01045745448512017,1.824406279910029e-05,0.00019248943427849555,3.087400897165766e-06,5.59998882071071e-08,0.0010251615464115247,1.3074868502539343e-06,5.5904888104912885e-05,6.525522597809888e-06,3.450847250804968e-08,1.0755567179729518e-07,1.8684903595764747e-08,3.3583254173439626e-06,1.5744560141120933e-09,3.445338750621589e-10,1.1714361933030734e-05,4.090203306882644e-06,8.10571556242264e-05,2.8019862552713537e-11,2.2832086432692092e-06,1.5420804126372318e-09,1.2539464887649073e-08,1.8622386504594889e-06,3.921007994262119e-07,5.410727211277983e-07,1.0255767508196649e-11,0.00011901528584381446,4.532588690167947e-05,8.506576308660544e-06,6.6963456867979504e-06,0.00012897013229290578,0.0003597701192623807,2.496692371019041e-07,1.181860900410655e-06,0.0020604539200000404,1.5716117576951238e-06,6.157944295430972e-05,5.685255468288596e-13,2.057160372409512e-08,4.317183195470704e-08,0.0016863819891811296,2.5358179557635616e-15,1.1852874690618366e-05,2.3764255136979458e-06,2.288242636096429e-10,0.0014208339004229396,3.705924028044764e-05,1.2945663417074883e-06
1.3615653872602426e-09,7.042316320778481e-12,2.8792661452925093e-06,3.999192577931025e-06,1.0830754219202029e-05,0.00014386930278144616,2.275701212122577e-12,5.0295916557104226e-05,1.1688319780584168e-09,4.833776565201033e-05,3.332145266536465e-05,3.2474158618034403e-06,1.0524717192390567e-06,4.7858454276811285e-06,9.478173209995128e-08,1.4991854266863205e-07,1.2085607577391485e-05,8.411283850743631e-06,0.0014238416003186508,9.406410595836935e-07,1.8145946080290417e-06,5.916644114394432e-07,3.261233879734715e-07,7.645720421918444e-06,6.26761288472629e-05,5.651087173160435e-12,0.0002873126806262627,7.734004212413164e-07,1.6080367746917465e-07,6.889309513826844e-07,0.0005033443238542863,3.285474758881044e-06,3.2660202533680337e-09,3.9407900243970525e-06,8.177974916620341e-07,2.6260618292829905e-07,1.5178598376059824e-09,0.0005030928433366919,4.878126415238748e-06,8.28551240237653e-17,0.0012139735147028102,7.402727686205427e-05,0.0018794017295671094,1.397453562670679e-06,7.98911939053554e-06,1.4158882987311524e-05,3.367186818980851e-07,2.8628402512429858e-15,0.0002619259211696798,3.7179614805479007e-09,7.871763136230049e-06,2.7984662269452192e-08,0.010623786051813213,1.9322681565943724e-05,0.0002015104900878781,3.2975372437132978e-06,6.115169727087207e-08,0.0010628961897721514,1.4098978193618716e-06,5.9196670619359205e-05,6.9712714934102065e-06,3.800965503252469e-08,1.1731894818622268e-07,2.060383639698613e-08,3.6252805546806115e-06,1.7536814040644726e-09,3.8543769511546695e-10,1.2503382170465752e-05,4.3661098784663815e-06,8.580646652558779e-05,3.185140551180099e-11,2.44170117591952e-06,1.7232720830959105e-09,1.385979285718104e-08,2.01242695749374e-06,4.2876896301981596e-07,5.816734673669486e-07,1.175175010206336e-11,0.00012515267541207873,4.79689253745239e-05,9.055901592822519e-06,7.173238322960666e-06,0.0001350270779271874,0.0003753126417747626,2.7080795908254234e-07,1.2697492068053889e-06,0.0021228959607641662,1.6904696799972646e-06,6.485209054163709e-05,6.744462531155266e-13,2.2718392299545768e-08,4.733365761780516e-08,0.001744752269642603,2.9853175789987038e-15,1.2560303835710282e-05,2.566996546231669e-06,2.574983273106409e-10,0.001473036729646119,3.9426929011133814e-05,1.386821476496192e-06
1.5008908431764277e-09,7.962822736838532e-12,3.1276971832065263e-06,4.314221442952857e-06,1.156235589579636e-05,0.00015104667533772357,2.623522415632053e-12,5.3087229276773153e-05,1.3094647047811784e-09,5.0722744788020895e-05,3.5407205129108545e-05,3.5180832174321975e-06,1.1343843540553857e-06,5.107602904044614e-06,1.0252148927201598e-07,1.6397500774008904e-07,1.2891333469787783e-05,8.965671008659879e-06,0.0014856167789363958,1.0084511407885019e-06,1.9608819151416767e-06,6.431169052521176e-07,3.5672272619201186e-07,8.149995570435087e-06,6.609271712715772e-05,6.355967113442995e-12,0.0002996307863181612,8.396650708046547e-07,1.7502187183154482e-07,7.43540338762436e-07,0.0005232182130627936,3.5345898401008304e-06,3.6441705699303933e-09,4.233927548575821e-06,8.845778976209184e-07,2.8443540875320334e-07,1.708692846272215e-09,0.0005281471403720963,5.2292640507944245e-06,1.0116690081467849e-16,0.001255859976616342,7.771324263276218e-05,0.0019372592622621536,1.4969972295237622e-06,8.509857095695897e-06,1.502042540539239e-05,3.655600728275268e-07,3.4372929987073746e-15,0.0002748037758142644,4.107804141849024e-09,8.369808350237659e-06,3.079785791605005e-08,0.01079118139320935,2.0460530396821966e-05,0.00021091578076378833,3.5212105893533805e-06,6.675907551330984e-08,0.0011018094598458782,1.519924776205788e-06,6.266784091040037e-05,7.445488118908706e-06,4.1852325739329165e-08,1.2793171060972713e-07,2.271226230380849e-08,3.912179437776799e-06,1.952641203342236e-09,4.3105435233722743e-10,1.3342348831707383e-05,4.6595121512795714e-06,9.081073664803443e-05,3.6192723763386235e-11,2.610564670387744e-06,1.9250728356214196e-09,1.5313921298516207e-08,2.1740495465304834e-06,4.686998135425869e-07,6.251791092727936e-07,1.3460262991354298e-11,0.00013157647265749615,5.0753281891664884e-05,9.638351978173588e-06,7.682075421640433e-06,0.00014134549586155464,0.00039145859717830444,2.936586032105964e-07,1.363851221937289e-06,0.0021869068705128686,1.81788130628743e-06,6.82846096363202e-05,7.996309135732341e-13,2.5080961459711772e-08,5.188111539509654e-08,0.0018047927745852683,3.512978261729127e-15,1.3307286085790211e-05,2.7720107281655706e-06,2.896570544044236e-10,0.0015268807573380287,4.193357384415892e-05,1.4853004660059961e-06
1.654003913307799e-09,9.000712420096832e-12,3.3963046549750744e-06,4.6525613905894605e-06,1.2340017436697846e-05,0.00015854839444842577,3.0232271776536126e-12,5.6022535367690304e-05,1.4664683547201235e-09,5.321619850101924e-05,3.761396298074201e-05,3.810053293801018e-06,1.2223322607895246e-06,5.449806841489829e-06,1.1086711405049255e-07,1.7929169261706568e-07,1.3747054148107648e-05,9.554366348024203e-06,0.0015495914612376433,1.0809202610247075e-06,2.118332592414806e-06,6.988182460931448e-07,3.9005514620988604e-07,8.685323245557365e-06,6.967915282129702e-05,7.146620082724252e-12,0.00031241811746063314,9.113135144080981e-07,1.9044090272497486e-07,8.022668852307753e-07,0.0005437807490597171,3.8016067791897467e-06,4.064575755377992e-09,4.5476492437337214e-06,9.565435315924018e-07,3.0799990247561437e-07,1.922715579251584e-09,0.0005542825822678997,5.604255647933885e-06,1.2345258677354116e-16,0.0012989367300886695,8.156595868379463e-05,0.001996531364700638,1.6032534024632196e-06,9.06242395732692e-06,1.593093291481455e-05,3.967639188151641e-07,4.124735178651106e-15,0.00028824104032632703,4.537155299185427e-09,8.897528018212895e-06,3.388255134736236e-08,0.01095961317433112,2.1660579259291445e-05,0.0002207197273887602,3.7592389866001103e-06,7.286057292977235e-08,0.0011419296686482085,1.6381011683126524e-06,6.632727249631409e-05,7.949848167481576e-06,4.60683591676584e-08,1.3946443401478498e-07,2.502809442818294e-08,4.2204057890258675e-06,2.17343081859794e-09,4.819094951541892e-10,1.423419798517643e-05,4.971441010724633e-06,9.608219706793279e-05,4.1109673001390516e-11,2.790432028490843e-06,2.1497451889603992e-09,1.6914845472225437e-08,2.3479199718475205e-06,5.121675567522226e-07,6.717864871696625e-07,1.54106578118329e-11,0.00013829837933016656,5.368571775207675e-05,1.0255765757851886e-05,8.224846563569438e-06,0.00014793552940132383,0.0004082282372985441,3.183530176836309e-07,1.4645814850212861e-06,0.0022525153032439513,1.954428064957825e-06,7.188401683513582e-05,9.474944578212287e-13,2.7680116808069843e-08,5.684839686884746e-08,0.0018665375814455683,4.1321193738535965e-15,1.4095865845949425e-05,2.9924929420375208e-06,3.257100556191727e-10,0.0015824064165639194,4.458649121598521e-05,1.5903972385246223e-06
1.8222198791841576e-09,1.0170564195382258e-11,3.68661388114071e-06,5.015813446443277e-06,1.316640016975179e-05,0.00016638732760577177,3.4823567449917274e-12,5.9108625119003217e-05,1.6416810936918321e-09,5.582258184021272e-05,3.994811290994186e-05,4.1248934931618046e-06,1.3167325910531066e-06,5.8136737970465085e-06,1.1986383897281595e-07,1.9597600163536572e-07,1.4655610426150143e-05,1.0179340226698336e-05,0.0016158198330354608,1.1583514132519409e-06,2.287745834745281e-06,7.590989495246785e-07,4.263513632727887e-07,9.253462209341233e-06,7.344292288519713e-05,8.033211131927793e-12,0.00032568984184984937,9.887570359434349e-07,2.0715705332812104e-07,8.654036252885554e-07,0.0005650516294298403,4.0877343557186906e-06,4.5317761809809235e-09,4.88330586906612e-06,1.0340742928019372e-06,3.334308177344086e-07,2.1626428709608336e-09,0.0005815365794065876,6.004614840272793e-06,1.505582714100621e-16,0.0013432275514483466,8.55920706845076e-05,0.0020572395116998025,1.7166467332329078e-06,9.648621088109577e-06,1.6892968937607524e-05,4.3051419091785847e-07,4.946929036647192e-15,0.00030225802724379025,5.009872137556871e-09,9.456568683010066e-06,3.726377531300316e-08,0.011129053541875938,2.2925930396615245e-05,0.00023093719978732388,4.012486279641641e-06,7.949784317884189e-08,0.0011832854948987913,1.7649952434899942e-06,7.018422436552752e-05,8.486116220971474e-06,5.0692460556374355e-08,1.5199312998651497e-07,2.7570857773057854e-08,4.5514308979682416e-06,2.4183594017849905e-09,5.385853552189332e-10,1.518202310282941e-05,5.3029828159747705e-06,0.0001016335798119529,4.667634972852611e-11,2.9819716120552722e-06,2.3997905425952928e-09,1.8676763873584584e-08,2.5349050993370188e-06,5.594679470451947e-07,7.217049585593488e-07,1.7636218087443257e-11,0.00014533048900465092,5.67732712498635e-05,1.0910072995658738e-05,8.803654580472518e-06,0.00015480766161873934,0.00042564235462486534,3.4503263426163745e-07,1.572380363446281e-06,0.0023197501125944244,2.100728332718989e-06,7.565759444644421e-05,1.122040830500153e-12,3.05385785007045e-08,6.227257781721268e-08,0.001930020961874757,4.858282271616104e-15,1.4928183241803131e-05,3.2295352594756122e-06,3.66113364811794e-10,0.001639654722138368,4.7393328801516726e-05,1.7025288165482503e-06
2.006974496967636e-09,1.1488716936385355e-11,4.000255762143318e-06,5.405678867766398e-06,1.404430312463332e-05,0.00017457676409204315,4.009518453067258e-12,6.235257373584598e-05,1.8371394193451387e-09,5.854650937548961e-05,4.241633885299478e-05,4.464277467177964e-06,1.418029195420222e-06,6.200487192840092e-06,1.2956009589651002e-07,2.1414397328482758e-07,1.5619987128248324e-05,1.0842666221466218e-05,0.0016843562636509482,1.2410660667767762e-06,2.4699738336690094e-06,8.243134814632928e-07,4.6586031859007746e-07,9.856260690158073e-06,7.739179175665048e-05,9.027076276664486e-12,0.0003394615030490187,1.072436110288609e-06,2.2527387610364661e-07,9.332630805865801e-07,0.000587050946409968,4.394257111895702e-06,5.050779256238834e-09,5.242329805901827e-06,1.1175760650896205e-06,3.6086866134000076e-07,2.4314945203621315e-09,0.0006099473550106627,6.431943627150713e-06,1.8350661532768438e-16,0.001388756322381465,8.979844393753224e-05,0.002119405064202282,1.8376267557606711e-06,1.0270342117749391e-05,1.7909217903461446e-05,4.670083736387295e-07,5.9297365303521426e-15,0.0003168755840692741,5.5301731264277715e-09,1.0048660573058062e-05,4.096875379015734e-08,0.011299474145245523,2.425982329376936e-05,0.00024158352632346237,4.2818644332707554e-06,8.671587951406734e-08,0.001225905977859532,1.9012121292883753e-06,7.424835472212084e-05,9.056149831314825e-06,5.576240317465665e-08,1.655997547957649e-07,3.0361826266587184e-08,4.9068185252267706e-06,2.6899706978509424e-09,6.01726603987258e-10,1.6189082525462985e-05,5.655282049820858e-06,0.0001074781336001005,5.297608724077016e-11,3.1858890213601217e-06,2.677973324606838e-09,2.0615183698938274e-08,2.7359282503706266e-06,6.109198477672397e-07,7.751571353400987e-07,2.0174668778829052e-11,0.00015268529599424233,6.002326646079268e-05,1.160329948383595e-05,9.420721281463619e-06,0.0001619727243578175,0.00044372229100390903,3.7384911873279817e-07,1.6877155331989376e-06,0.0023886403438361393,2.2574395967433445e-06,7.96128984340205e-05,1.327961639226333e-12,3.368114826240758e-08,6.819384791966235e-08,0.001995277363560257,5.709592737508253e-15,1.5806478039168188e-05,3.4843009278991783e-06,4.113744918114065e-10,0.0016986672642949642,5.036207722380104e-05,1.822136546488769e-06
2.209834539728868e-09,1.2973475632738569e-11,4.3389732914189654e-06,5.823964692789568e-06,1.4976669134029019e-05,0.00018313042471027632,4.614531990187353e-12,6.57617514506518e-05,2.0550986279149547e-09,6.139275983218668e-05,4.502563345384003e-05,4.829991600078566e-06,1.5266941743270703e-06,6.611600640348509e-06,1.4000772846565738e-07,2.339209278238377e-07,1.6643319292587385e-05,1.1546525923842895e-05,0.001755255244929092,1.3294052094339194e-06,2.6659249697141153e-06,8.948418480885795e-07,5.088505074503359e-07,1.0495660296574574e-05,8.153380891922551e-05,1.0140853311364983e-11,0.0003537490252532805,1.1628222936534963e-06,2.449027036926707e-07,1.006178452540445e-06,0.0006097991882370739,4.72253967949173e-06,5.627105152556559e-09,5.626239494369783e-06,1.2074823500789244e-06,3.904639159968341e-07,2.7326279946866232e-09,0.0006395539381059488,6.887937005898623e-06,2.2353293082567475e-16,0.0014355470160060347,9.419216848784306e-05,0.0021830492522767306,1.9666692102360127e-06,1.0929577363551015e-05,1.898249021475507e-05,5.064583910056521e-07,7.103873765474207e-15,0.00033211509745301464,6.1026703168043165e-09,1.0675621394273021e-05,4.5027082534810154e-08,0.01147084615843884,2.566563978130421e-05,0.00025267450372818296,4.568335965946417e-06,9.456326746990691e-08,0.0012698205107485403,2.0473960231945835e-06,7.85297350607759e-05,9.661903750160645e-06,6.131928423466174e-08,1.803726452769079e-07,3.342417068862243e-08,5.288230035225764e-06,2.991065824852605e-09,6.720467894302071e-10,1.7258807222793735e-05,6.0295440748987105e-06,0.00011362963982800855,6.010256746470969e-11,3.4029289497557257e-06,2.98734746323105e-09,2.2747034979696206e-08,2.9519725056693745e-06,6.668668932034313e-07,8.323796604265597e-07,2.3068749511799935e-11,0.00016037570426854182,6.344332217282533e-05,1.2337570835689456e-05,1.0078393422817831e-05,0.00016944190737766106,0.00046248994623656036,4.049650619593415e-07,1.8110835354934795e-06,0.0024592152256176715,2.4252607305119462e-06,8.375776649719843e-05,1.5707508059292327e-12,3.713489008845198e-08,7.46557575518889e-08,0.002062341391351112,6.707181145625937e-15,1.6733093694165335e-05,3.758028563840918e-06,4.6205800079398993e-10,0.0017594862017385883,5.350108198545487e-05,1.949687385887326e-06
2.4325092152509755e-09,1.4645340790066037e-11,4.704628408650423e-06,6.27258954591529e-06,1.5966591143434282e-05,0.00019206247155930262,5.308595086598672e-12,6.934383390225173e-05,2.2980552886753465e-09,6.436628081394743e-05,4.778330983218802e-05,5.223941833163315e-06,1.6432295079385637e-06,7.0484414087344195e-06,1.5126221765612876e-07,2.5544215948550564e-07,1.772889857622389e-05,1.2293213923311808e-05,0.001828571327468385,1.4237304429964516e-06,2.8765671736833548e-06,9.710912798075253e-07,5.556113945846184e-07,1.1173700064365959e-05,8.587731653601453e-05,1.1388626756813245e-11,0.0003685687180531245,1.2604202222562672e-06,2.661631926644297e-07,1.0845048804957443e-06,0.0006333172402139225,5.0740313249840614e-06,6.266836754457223e-09,6.0366440779509855e-06,1.3042559922564267e-06,4.223777011292435e-07,3.069774458831146e-09,0.0006703961549053574,7.374387812564765e-06,2.7212847303268294e-16,0.0014836236824748296,9.878056425114699e-05,0.002248193157845325,2.104277429053019e-06,1.1628418154802943e-05,2.0115727375570047e-05,5.4909159089495e-07,8.505800846529648e-15,0.00034799849687376704,6.732404375046812e-09,1.13393602674377e-05,4.94709234674065e-08,0.011643140302796782,2.7146909278417453e-05,0.0002642264069477939,4.872916490810551e-06,1.0309245539570559e-07,0.0013150588337277418,2.2042324985386523e-06,8.303886457043177e-05,1.03054343097089e-05,6.740780072274744e-08,1.9640698425508287e-07,3.678311828650981e-08,5.697429765201239e-06,3.3247281553286807e-09,7.503354075438735e-10,1.8394808856484304e-05,6.427037999411159e-06,0.00012010242877765043,6.81610615602838e-11,3.6338771169453507e-06,3.3312853933277546e-09,2.5090794042549565e-08,3.18408417556451e-06,7.276792579591331e-07,8.936240256140987e-07,2.6366859130101265e-11,0.00016841503636310902,6.704136095565425e-05,1.311511671568302e-05,1.0779148928630643e-05,0.00017722676763204566,0.0004819677865662053,4.3855471377114373e-07,1.9430114129779438e-06,0.002531504161455048,2.6049343884986356e-06,8.8100326284731e-05,1.8568377289918075e-12,4.0929325671483526e-08,8.170548283910533e-08,0.00213124778768857,7.875669315323644e-15,1.7710481536542074e-05,4.052036561567036e-06,5.18791666075471e-10,0.001822154254070619,5.68190556142714e-05,2.085675250336823e-06
2.6768625277491465e-09,1.6527263709465703e-11,5.099209206375357e-06,6.753589707093529e-06,1.70173187331178e-05,0.00020138751784457302,6.104471117679977e-12,7.3106812785503e-05,2.568771911767459e-09,6.747219361337535e-05,5.0697013659329967e-05,5.648160844723442e-06,1.7681687682566904e-06,7.51251404227903e-06,1.6338292113118423e-07,2.78853676019467e-07,1.888017986457451e-05,1.308514298338605e-05,0.0019043590540675794,1.524425134185076e-06,3.1029314641923546e-06,1.0534980139750512e-06,6.06454921733146e-07,1.189252063897812e-05,9.043095714684664e-05,1.2786088412925417e-11,0.00038393728108962845,1.3657697244972606e-06,2.8918390200017837e-07,1.1686207685362516e-06,0.0006576263854809422,5.450270722036693e-06,6.976674203462683e-09,6.4752482635249475e-06,1.408391000371356e-06,4.56782473899333e-07,3.4470784481970684e-09,0.0007025146185522937,7.893191778333152e-06,3.310923489763904e-16,0.00153301043411234,0.00010357118615635567,0.002314857697153599,2.250983786984759e-06,1.236906131471359e-05,2.1312007288114186e-05,5.951517908722093e-07,1.0178770809233171e-14,0.00036454825778775335,7.424882571166202e-09,1.2041881815191788e-05,5.433521386037548e-08,0.011816326870586223,2.870731417647306e-05,0.0002762559990030789,5.196677368579228e-06,1.1236004399550184e-07,0.0013616510264627811,2.3724509312636633e-06,8.778668486535367e-05,1.0988903957712048e-05,7.407654657177955e-08,2.1380529733473188e-07,4.046612492956401e-08,6.136290638037434e-06,3.6943504815097095e-09,8.374656681795434e-10,1.9600888154312524e-05,6.8490996554861235e-06,0.00012691139604463622,7.72698135726219e-11,3.879562283454151e-06,3.7135098269191615e-09,2.7666616999741575e-08,3.433376443172864e-06,7.937555396931585e-07,9.591574326009595e-07,3.012378009390493e-11,0.00017681704226947577,7.082561836377007e-05,1.3938275209569266e-05,1.1525603369938596e-05,0.00018533923868286505,0.000502178853045684,4.748047620829433e-07,2.0840584290034334e-06,0.0026055367209745664,2.797249525004808e-06,9.26490037394819e-05,2.1937418416844205e-12,4.5096645664636194e-08,8.939411020827677e-08,0.002202031412343958,9.243734370171913e-15,1.874120508899434e-05,4.36772772590483e-06,5.822732620299651e-10,0.001886714693578131,6.0325090014562044e-05,2.2306224223724972e-06
2.9449266568525787e-09,1.8644930459608815e-11,5.524837503340253e-06,7.269125453734131e-06,1.8132264855647087e-05,0.00021112063771581724,7.0167014172813655e-12,7.705900677399454e-05,2.8703040110778872e-09,7.071579811008769e-05,5.377473554174162e-05,6.104815599748777e-06,1.902078916832695e-06,8.00540413205103e-06,1.7643332717498316e-07,3.0431298845660745e-07,2.0100788087941786e-05,1.392484941594384e-05,0.001982672890399348,1.631895623730971e-06,3.3461156690009555e-06,1.1425291812434783e-06,6.617171125922445e-07,1.2654368595657985e-05,9.52036814217429e-05,1.4350715135741875e-11,0.0003998718085948162,1.479448051969517e-06,3.1410290828073944e-07,1.2589291841398893e-06,0.0006827483054830778,5.852890960699353e-06,7.763994428749927e-09,6.943857404665531e-06,1.5204144697230842e-06,4.938627726031845e-07,3.8691415308915755e-09,0.0007359507171635451,8.446352808988452e-06,4.025937198873593e-16,0.0015837314300924915,0.00010857182929664965,0.0023830636029990096,2.407351218015404e-06,1.3153813803620821e-05,2.257454971994885e-05,6.449003889778764e-07,1.2174065320904393e-14,0.0003817874042152443,8.186119955399444e-09,1.2785290402817413e-05,5.96578913547191e-08,0.01199037574940966,3.0350695364071515e-05,0.00028878054084910664,5.540748476321062e-06,1.22427096098603e-07,0.0014096275002544493,2.5528270528740777e-06,9.278459504170817e-05,1.1714585949484967e-05,8.137833268765317e-08,2.326779829578509e-07,4.450306070687997e-08,6.6068000264745645e-06,4.103664661713431e-09,9.344030199785367e-10,2.0881043603690698e-05,7.297134693334963e-06,0.00013407201916922277,8.756158292552533e-11,4.140858348843496e-06,4.138128536296901e-09,3.049648402117222e-08,3.7010331871418954e-06,8.655247614199719e-07,1.0292636991533362e-06,3.4401492218036874e-11,0.00018559590829331525,7.480465226706417e-05,1.4809497337057511e-05,1.2320516709923765e-05,0.0001937916402447763,0.0005231467697700252,5.139151597230138e-07,2.2348178735602616e-06,0.0026813426309111963,3.0030440426391763e-06,9.741253157074804e-05,2.59025188506471e-12,4.967193796795056e-08,9.777694175517475e-08,0.0022747272214671244,1.0844761472040687e-14,1.982794452524109e-05,4.706594138417464e-06,6.532780490750074e-10,0.0019532113363788382,6.402866901483771e-05,2.3850810246451774e-06
