8.560730134607242e-18,6.641621430344785e-09,1.3879095963406156e-06,3.468514875841392e-11,0.002422532964685461,2.0883938006537084e-05,3.2957751146681996e-07,2.4852675177936214e-08,1.9937405235602113e-05,2.172233723734781e-12,1.6265971524035113e-07,2.7053739883182506e-10,1.8969073340851771e-06,3.2804348650840456e-12,6.773474598054955e-12,0.013359850027231652,0.001859928643334755,1.2697509517079714e-09,1.9594946289696402e-08,7.986528951451722e-11
1.1618920022935103e-17,8.135637279570164e-09,1.6308206333445155e-06,4.3813617008894113e-11,0.0022312072309087455,2.3962241037834012e-05,3.9193834111008434e-07,3.0079631933899736e-08,2.288619447460058e-05,2.7801014298082925e-12,1.9462828199107596e-07,3.37647239352934e-10,2.2228842773595184e-06,4.203990763732104e-12,8.621154168039194e-12,0.01399206725185321,0.0020251207868075783,1.5747143202044659e-09,2.3754872711687418e-08,1.0020095574875658e-10
1.5749047084522112e-17,9.952837669182165e-09,1.9137545035018586e-06,5.527334812713006e-11,0.002052308125685471,2.7458381864040453e-05,4.654988694421152e-07,3.635836570212701e-08,2.6236806729476618e-05,3.5534389879243163e-12,2.325824296619406e-07,4.208604764633518e-10,2.6014772940770656e-06,5.380536718085461e-12,1.0958628639919963e-11,0.014635064053607039,0.00220210499951241,1.9504218824463557e-09,2.8760347899509026e-08,1.2555083967703494e-10
2.1319469638461248e-17,1.2160184866775988e-08,2.2428559276179216e-06,6.96407874331403e-11,0.0018852878262875042,3.142352648784455e-05,5.521542617942403e-07,4.3890310428548753e-08,3.003867780380069e-05,4.535981364346193e-12,2.7758318150792063e-07,5.239045878062511e-10,3.0405746683166825e-06,6.87737942890935e-12,1.3911821039376185e-11,0.015287617710138732,0.002391429360666453,2.412676032634453e-09,3.4775099203794936e-08,1.5710911761513903e-10
2.882253276316038e-17,1.483786373936017e-08,2.6251357776102044e-06,8.76300236494364e-11,0.0017295981193849353,3.591429779799069e-05,6.540988223821989e-07,5.2913369264423854e-08,3.434654791821376e-05,5.7826629798688425e-12,3.3086815772832714e-07,6.513365581139644e-10,3.5491450949873972e-06,8.779179706379226e-12,1.7637978533786586e-11,0.015948411883295547,0.002593639034215927,2.9806654751515238e-09,4.1992859921263377e-08,1.9634381054555667e-10
3.8915404655572446e-17,1.8081753948074217e-08,3.0685805785040738e-06,1.101244267076212e-10,0.0015846931776501124,4.09932466944496e-05,7.738694017358977e-07,6.370809896664092e-08,3.922092389332819e-05,7.362389167091628e-12,3.9387885637918797e-07,8.087196171096261e-10,4.137369269957711e-06,1.11922780235963e-11,2.2333190748139904e-11,0.016616039473225597,0.0028092730506672162,3.6776581412712375e-09,5.064252853407182e-08,2.450570201853922e-10
5.247405907279199e-17,2.200633595247863e-08,3.582273913991132e-06,1.382152585329312e-10,0.0014500320939246367,4.672934946211971e-05,9.143944632400467e-07,7.6604863652348e-08,4.47285676364869e-05,9.361468352430523e-12,4.682917787801452e-07,1.0028358410754282e-09,4.816785020811376e-06,1.4250059180627777e-11,2.8241643296871664e-11,0.017289006202985617,0.003038860856388617,4.5318286865484985e-09,6.0994149868455e-08,3.054578138163903e-10
7.066453500746428e-17,2.6748101372579434e-08,4.1765307464246296e-06,1.7324872321833018e-10,0.001325081173945477,5.31985309775949e-05,1.079049444795647e-06,9.19920954661496e-08,5.094301060938796e-05,1.1887856139510407e-11,5.560538796875928e-07,1.241941501236926e-09,5.600447012630703e-06,1.8119595769295043e-11,3.5666990014418894e-11,0.01796573493654574,0.0032829186388797426,5.5772451809262735e-09,7.336583718542431e-08,3.8025027779744407e-10
9.503687019163828e-17,3.24695486835822e-08,4.863045708120589e-06,2.1688321537233476e-10,0.001209315990655856,6.0484213022630906e-05,1.2717191077065938e-06,1.1032581675603028e-07,5.794509365375909e-05,1.507639550916883e-11,6.594228728029384e-07,1.536073279747705e-09,6.503102091405946e-06,2.3009862971082498e-11,4.498630808302272e-11,0.018644570726363104,0.0035419454393477824,6.8550437940806425e-09,8.81317693685778e-08,4.727397320054526e-10
1.2764874768110155e-16,3.93638569987649e-08,5.655056463020289e-06,2.711588725843333e-10,0.0011022232049557046,6.867788663130232e-05,1.4968676236833936e-06,1.3214059709253185e-07,6.582353121689236e-05,1.9095277243590843e-11,7.810129762873488e-07,1.8974149172951475e-09,7.541381348558868e-06,2.9181881129503535e-11,5.666719703754425e-11,0.01932378657973961,0.003816419066885376,8.414825121986957e-09,1.0573141410882259e-07,5.869606520831994e-10
1.7122802385496902e-16,4.7660343973317445e-08,6.5675232750298935e-06,3.385819494265769e-10,0.0010033021593718315,7.787970701480684e-05,1.7596172121177624e-06,1.5806213900827152e-07,7.46754986471289e-05,2.415399276628081e-11,9.238467409309823e-07,2.34073553604949e-09,8.73401000217697e-06,3.696121969788711e-11,7.128869846781722e-11,0.020001589926057647,0.004106791831586772,1.0316311387596454e-08,1.2668014641230358e-07,7.278304964055566e-10
2.2938606152397286e-16,5.763082878980387e-08,7.617325950443064e-06,4.22227017240032e-10,0.0009120662525489143,8.819910918816335e-05,2.0658362032256436e-06,1.8882170878043932e-07,8.460724082087955e-05,3.051310944679997e-11,1.0914136655071438e-06,2.8839128327251658e-09,1.0102036192298703e-05,4.675338915901548e-11,8.956685164820595e-11,0.020676129759775164,0.00441348611703595,1.2631310179846658e-08,1.515814519835323e-07,9.013343950422389e-10
