2.6818136969640425e-06,0.0016362459940912786,1.879001181207829e-06,6.670482460402888e-06,1.3467807147400217e-05
2.8684786941853017e-06,0.001702453604131645,2.0379868851554513e-06,7.102990278896343e-06,1.4333015621711925e-05
3.067452262868265e-06,0.0017708316174019367,2.20970246218133e-06,7.561821029603846e-06,1.5249884605763345e-05
3.2794966129017565e-06,0.0018414271975753466,2.3951037636995136e-06,8.048460130540095e-06,1.6221232742481344e-05
3.505417736570802e-06,0.0019142874544876725,2.595213084914643e-06,8.564469293262226e-06,1.725001536288764e-05
3.7460676978559798e-06,0.0019894593875299654,2.811123356672248e-06,9.111489980193725e-06,1.8339330074881637e-05
4.002347027255488e-06,0.002066989827009849,3.044002569259761e-06,9.691246991857306e-06,1.949242252054984e-05
4.275207226144007e-06,0.0021469253735073757,3.2950984386372386e-06,1.0305552187415527e-05,2.07126923037086e-05
4.565653384787039e-06,0.002229312335256872,3.565743325887024e-06,1.0956308341927288e-05,2.2003699089196287e-05
4.874746918233438e-06,0.002314196663591667,3.85735942097783e-06,1.1645513143731372e-05,2.3369168875224137e-05
5.203608424410494e-06,0.0024016238864939176,4.171464202241492e-06,1.2375263335361911e-05,2.48130004398667e-05
5.553420668850153e-06,0.0024916390402978978,4.509676183259534e-06,1.3147759001395613e-05,2.6339271962542804e-05
5.9254317005754685e-06,0.0025842865996004685,4.873720959148276e-06,1.3965308006610745e-05,2.795224782107541e-05
6.32095810377729e-06,0.002679610405438691,5.265437564516321e-06,1.4830330587818586e-05,2.9656385564655702e-05
6.7413883900107395e-06,0.0027776535918005592,5.68678515564555e-06,1.5745364102698457e-05,3.145634306275019e-05
7.188186535737518e-06,0.0028784585105405963,6.139850029710724e-06,1.671306793892853e-05,3.335698582968247e-05
7.662895670136949e-06,0.0029820666547787284,6.626852994110544e-06,1.7736228586864885e-05,3.536339452431153e-05
8.16714191820071e-06,0.0030885185808665976,7.150157099221328e-06,1.881776487896468e-05,3.748087262388417e-05
8.702638404217247e-06,0.003197853829011939,7.712275748112649e-06,1.9960733399091256e-05,3.971495427079318e-05
9.271189420840507e-06,0.0033101108426580907,8.315881196974755e-06,2.116833406477128e-05,4.207141229060227e-05
9.874694769019752e-06,0.003425326886721494,8.963813460196056e-06,2.2443915885391046e-05,4.4556266379308604e-05
1.051515427415149e-05,0.0035435379647969652,9.659089634204246e-06,2.379098289923856e-05,4.717579145741833e-05
1.1194672483886458e-05,0.0036647787354460682,1.0404913654328091e-05,2.5213200292192683e-05,4.993652618797885e-05
1.1915463553102593e-05,0.0037890824276908515,1.1204686499066437e-05,2.6714400700762693e-05,5.2845281655287404e-05
1.2679856321616907e-05,0.003916480755840653,1.2062016856243707e-05,2.8298590702055204e-05,5.5909150200528315e-05
1.3490299590274368e-05,0.004047003833786245,1.2980732265602968e-05,2.9969957493122733e-05,5.913551441012637e-05
1.4349367601108315e-05,0.004180680088901425,1.396489075242524e-05,3.1732875762008784e-05,6.253205625212103e-05
1.5259765727314933e-05,0.004317536175697815,1.5018792966766122e-05,3.359191475265071e-05,6.61067663553484e-05
1.6224336378829158e-05,0.004457596889384544,1.6146994842871356e-05,3.555184552564069e-05,6.986795342571068e-05
1.7246065129326808e-05,0.0046008850794901955,1.7354320793264196e-05,3.76176484166757e-05,7.38242537932762e-05
1.832808707050259e-05,0.004747421563709171,1.864587745188345e-05,3.9794520694331163e-05,7.798464108339114e-05
1.947369339949897e-05,0.004897225042140715,2.0027067980503615e-05,4.208788441860738e-05,8.235843600443927e-05
2.0686338245366752e-05,0.0050503120120928575,2.150360695246329e-05,4.450339450147221e-05,8.695531624428632e-05
2.1969645740447028e-05,0.005206696683629062,2.3081535827485556e-05,4.7046946970413194e-05,9.17853264668716e-05
2.332741734254941e-05,0.005366390896039308,2.4767239031073165e-05,4.972468743576374e-05,9.685888839979558e-05
2.4763639413790853e-05,0.005529404035421806,2.6567460651609825e-05,5.254301976232424e-05,0.0001021868110031385
2.6282491061923848e-05,0.005695742953565358,2.848932176789149e-05,5.55086149455317e-05,0.0001077803007091251
