0.0060589,0.017252,0.054099
0.052993,0.014594,0.065501
0.053782,0.023778,0.070538
0.053354,0.032978,0.066186
0.052714,0.024368,0.062907
0.051613,0.024821,0.06002
0.050892,0.022861,0.056768
0.049681,0.022703,0.054422
0.047745,0.021217,0.05249
0.047096,0.020761,0.051012
0.046948,0.020773,0.04907
0.047133,0.018698,0.04832
0.046431,0.017864,0.046048
0.043063,0.018065,0.16256
0.045434,0.026488,0.04593
0.045616,0.092818,0.046287
0.045222,0.10759,0.047399
0.045518,0.01562,0.048952
0.045637,0.014792,0.04859
0.045935,0.015425,0.046368
0.045376,0.030016,0.046585
0.044969,0.015203,0.045784
0.045185,0.01575,0.042189
0.045442,0.016343,0.03527
0.045251,0.027116,0.056387
0.044797,0.027116,0.056387
0.045919,0.027116,0.056387
0.045919,0.027116,0.056387
0.045919,0.027116,0.056387
0.045919,0.027116,0.056387
0.045919,0.027116,0.056387
0.0014706,0.14284,0.11802
0.034803,0.015537,0.19731
0.036614,0.031023,0.054742
0.036074,0.023948,0.057492
0.035613,0.027298,0.061237
0.035344,0.028047,0.063049
0.035386,0.010956,0.068593
0.034993,0.020236,0.07001
0.034924,0.011221,0.069219
0.035477,0.014591,0.066307
0.035557,0.015237,0.065036
0.03615,0.019921,0.062072
0.036245,0.02404,0.058886
0.036413,0.02012,0.056482
0.036389,0.015676,0.054158
0.036306,0.017201,0.051317
0.030997,0.027374,0.049263
0.036451,0.021973,0.048279
0.036011,0.011795,0.045559
0.036252,0.01055,0.043812
0.036458,0.013202,0.04464
0.036991,0.023608,0.045335
0.036975,0.03132,0.046321
0.037978,0.01281,0.048443
0.038279,0.020218,0.042788
0.038189,0.020096,0.063535
0.034705,0.024263,0.063535
0.034705,0.024263,0.063535
0.034705,0.024263,0.063535
0.034705,0.024263,0.063535
0.034705,0.024263,0.063535
0.0013791,0.015221,0.027959
0.044556,0.023279,0.043258
0.045837,0.015178,0.048517
0.045818,0.013779,0.040463
0.045916,0.023204,0.041008
