1,1200,0.033786,4.4685e-05
1,1160,0.14576,8.0702e-05
1,1160,0.46143,5.6654e-05
1,1160,1.2188,3.5698e-05
1,1160,3.8374,2.0405e-05
1,1200,272.23,5.6079e-05
1,1200,314.92,1.2919e-05
1,1200,309.12,1.7341e-05
1,1200,288.35,7.7243e-05
1,1200,275.18,0.00011729
1,1200,263.56,0.0001021
1,1200,248.77,6.8127e-05
1,1200,238.07,8.2645e-05
1,1200,231.27,0.0040283
1,1200,224.06,0.00012084
1,1200,216.17,0.00014326
1,1200,212.08,2.5768e-05
1,1200,203.51,0.00014836
1,1210,210.55,2.4404e-05
1,1200,203.04,0.00026793
1,1200,206.14,6.8553e-05
1,1200,209.48,0.00014854
1,1200,216.7,0.00016222
1,1200,215.66,4.747e-05
1,1194.2,190.19,0.00024823
1,1194.2,190.19,0.00024823
1,1194.2,190.19,0.00024823
1,1194.2,190.19,0.00024823
1,1194.2,190.19,0.00024823
1,1194.2,190.19,0.00024823
1,1194.2,190.19,0.00024823
2,1200,0.011065,3.2213e-05
2,1160,0.33322,0.0012808
2,1160,1.5346,2.493e-05
2,1160,4.9115,2.7543e-05
2,1160,12.558,4.2719e-05
2,1160,41.466,7.3581e-05
2,1210,220.52,3.6806e-06
2,1200,258.46,4.4361e-05
2,1200,253.51,0.0001708
2,1200,269.86,3.1255e-05
2,1200,286.39,0.00015917
2,1200,302.58,7.8495e-05
2,1200,311.42,0.00019693
2,1200,304.76,9.6084e-05
2,1200,293.88,0.00017007
2,1200,283.41,0.00023117
2,1200,274.03,5.9647e-05
2,1200,258.22,0.00017636
2,1200,246.11,0.00013687
2,1200,235.52,2.0736e-05
2,1200,226.43,4.0626e-05
2,1200,218.49,0.00014734
2,1200,211.86,0.00031605
2,1200,200.41,0.00017851
2,1200,192.97,4.1619e-05
2,1190.8,196.39,0.00015126
2,1190.8,196.39,0.00015126
2,1190.8,196.39,0.00015126
2,1190.8,196.39,0.00015126
2,1190.8,196.39,0.00015126
2,1190.8,196.39,0.00015126
3,1200,0.010603,8.1794e-06
3,1260,0.042291,2.7851e-06
3,1160,0.10264,1.7259e-05
3,1160,0.33267,5.7604e-06
3,1160,0.9594,3.0343e-05
3,1220,4.3421,1.7424e-05
3,1200,210.18,5.4456e-05
3,1200,203.42,0.00012802
3,1200,178.85,0.00095061
3,1200,173.13,0.00010103
3,1200,188.02,0.00010256
3,1200,210.64,6.9347e-05
3,1200,234.02,0.00023189
3,1200,319.35,0.00010333
3,1200,261.05,3.8509e-05
3,1200,263.64,0.0002067
3,1200,256.83,0.00023322
3,1200,244.91,0.00018501
3,1200,238.47,5.6494e-06
3,1200,224.92,0.00013311
3,1200,211.2,0.00014113
3,1200,207.49,0.00019754
3,1200,191.52,0.004645
3,1200,186.51,5.6809e-05
3,1200,180.68,0.00014356
3,1200,173.5,0.00022527
3,1200.8,167.85,0.00030902
3,1200.8,167.85,0.00030902
3,1200.8,167.85,0.00030902
3,1200.8,167.85,0.00030902
3,1200.8,167.85,0.00030902
4,1200,0.011809,7.5373e-05
4,1150,0.11743,0.0028601
4,1160,1.2293,2.4431e-05
4,1160,4.0695,4.0492e-05
4,1160,11.549,2.1917e-05
4,1210,104.18,5.9514e-05
4,1200,627.42,0.00015154
4,1200,153.06,9.9108e-05
4,1200,158.57,7.4293e-05
4,1200,178.98,0.0001648
4,1200,203.4,2.6309e-05
4,1200,221.32,0.0018619
4,1200,229.54,0.00017951
4,1200,225.56,0.00011226
4,1200,215.16,9.2587e-05
4,1200,198.88,5.1505e-05
4,1200,184.39,0.0017881
4,1200,164.55,0.00016312
4,1200,159.96,1.437e-05
4,1200,145.07,0.00010254
4,1200,142.51,8.9612e-05
4,1200,167.66,4.5203e-05
4,1200,129.64,2.9735e-05
4,1200,125.89,5.2719e-05
4,1191.7,156.36,0.00034087
4,1191.7,156.36,0.00034087
4,1191.7,156.36,0.00034087
4,1191.7,156.36,0.00034087
4,1191.7,156.36,0.00034087
4,1191.7,156.36,0.00034087
4,1191.7,156.36,0.00034087
5,1200,0.010393,7.6401e-06
5,1260,0.070347,6.0102e-05
5,1160,0.23563,8.642e-06
5,1160,0.65451,5.164e-05
