1,1820,0.02858,0.00080019
1,1200,0,0.029712
1,1200,0.098756,0.0084961
1,1190,0.19769,0.016323
1,1200,0.1051,0.0044054
1,1200,0.10997,0.017486
1,1200,0.088902,0.0087822
1,1200,0.087201,0.0048216
1,1200,0.071219,0.024389
1,1200,0.06632,0.0061448
1,1820,0.066441,0.011804
1,1200,0.044129,0.0089402
1,1200,0.035163,0.0062841
1,1200,0.037326,0.0027996
1,1810,0.1279,0.0034413
1,22060,0.84118,0
1,20,1,1
1,1200,0.011026,0.0065964
1,1200,0.0021235,0.015625
1,1200,0.0089312,0.022346
1,1800,0.16584,0.021775
1,1200,0.0065415,0.0058458
1,1200,0.012432,0.0099549
1,1200,0.018807,0.0045463
2,260,1,1
2,1760,0.037695,0.042423
2,1790,0.15475,0.070433
2,1800,0.10128,0.045686
2,1780,0.1266,0.012257
2,1770,0.13226,0.065994
2,1200,0.0030704,0.11768
2,1770,0.073218,0.074966
2,70,0.0050717,0.070532
2,1800,0.030543,0.058463
2,1810,0.035431,0.017753
2,1780,0.070832,0.081753
2,1790,0.10197,0.034015
2,1820,0.072343,0.052022
2,1800,0.038748,0.050158
2,1810,0.050279,0.033135
2,1770,0.12717,0.050904
2,1810,0.086346,0
2,1810,0.0094118,0.076435
2,1200,0,0.015553
2,1770,0.020051,0.054779
2,1790,0.098704,0.024485
2,1790,0.157,0.060985
2,1780,0.017083,0.14217
2,1780,0.07308,0.14124
2,1820,0.072158,0.070769
3,1930,0.22542,0.001269
3,1810,1,0.18823
3,1910,0.22131,0.43754
3,1700,0.086852,0.3231
3,1780,0.99288,0.057534
3,1930,0.43106,0.59356
3,1800,0.47148,0
3,1780,0.14504,0.80733
3,1790,0.65815,0.1033
3,1790,0.42031,0.40633
3,1770,0.087768,0.36047
3,1780,0.29077,0.5248
3,1730,0.46979,0.48426
3,1200,0,0.70927
3,1820,0.22087,0.17511
3,1770,0.53213,0.16348
3,1780,0.53309,0.49065
3,1200,0.16981,0.077662
3,1210,0.023502,1
3,1790,0.29827,0.037809
3,1200,0.091086,0.093661
3,1200,0.079041,0.35183
3,2050,0.23079,0.35709
3,1740,0.038227,0.18308
3,1840,0.1658,0.58542
3,1750,0.054858,0.35681
3,1740,0.38317,0.05079
4,1800,0.14315,0.042182
4,1820,0.035373,0.049374
4,1800,0.13548,0.018031
4,1750,0.15446,0.016306
4,1200,0.052298,0.00069953
4,1800,0.1119,0.025231
4,1200,0.054333,0.026581
4,1810,0.12419,0.039258
4,1800,0.10557,0.019396
4,470,0.59399,0.6227
4,1770,0.062164,0.0031845
4,2000,0.063054,0.065448
4,1760,0.077159,0.0022979
4,1750,0.067757,0.026347
4,1760,0.15698,0.0091391
4,1730,0.12802,0.055774
4,1780,0.11892,0.036116
4,2010,0.036493,0.075098
4,1200,0.022662,0.013589
