1,1200,0.0092091,4.0671e-06
1,1260,0.017438,8.1106e-05
1,1160,0.035707,2.4543e-05
1,1160,0.084345,4.6317e-05
1,1260,1.8048,1.2311e-05
1,1180,6.2363,4.5764e-05
1,1200,80.672,3.3602e-06
1,1200,86.264,2.2314e-06
1,1240,536.16,1.8954e-05
1,1200,83.603,3.0175e-07
1,1200,84.628,7.187e-05
1,1200,77.896,7.0917e-05
1,1200,78.219,2.2193e-05
1,1200,72.681,0.0019941
1,1200,71.31,5.0714e-05
1,1200,67.162,2.9515e-05
1,1200,64.094,0.002691
1,1200,59.886,1.3542e-05
1,1200,60.704,9.8534e-06
1,1200,56.408,6.3812e-05
1,1200,56.694,6.1683e-05
1,1240,524.4,3.1531e-05
1,1200,52.738,1.6e-06
1,1200,52.038,5.8819e-05
1,1206.7,90.573,0.00022542
1,1206.7,90.573,0.00022542
1,1206.7,90.573,0.00022542
1,1206.7,90.573,0.00022542
1,1206.7,90.573,0.00022542
1,1206.7,90.573,0.00022542
1,1206.7,90.573,0.00022542
2,1200,0.29083,0.0005531
2,1260,1.1278,2.3107e-05
2,1260,3.5222,3.9941e-05
2,1260,9.2162,2.3097e-05
2,1260,29.868,3.9868e-05
2,1260,93.009,8.439e-05
2,1200,35.932,5.0584e-05
2,1200,43.522,2.4871e-05
2,1200,37.687,2.3402e-05
2,1200,35.955,2.8404e-05
2,1200,33.013,4.0548e-05
2,1200,34.682,6.8977e-05
2,1200,30.414,4.4322e-05
2,1200,24.856,0.00010755
2,1200,21.9,0.0001299
2,1200,18.817,6.6289e-06
2,1200,17.96,1.2842e-05
2,1200,13.589,7.0866e-05
2,1200,18.346,3.5443e-05
2,1200,21.043,9.5502e-06
2,1200,27.073,7.1978e-05
2,1200,26.729,4.1875e-05
2,1200,32.615,7.7039e-05
2,1200,35.97,0.00010229
2,1200,38.329,0.0001386
2,1200,37.053,3.8413e-05
2,1213.8,27.789,7.2599e-05
2,1213.8,27.789,7.2599e-05
2,1213.8,27.789,7.2599e-05
2,1213.8,27.789,7.2599e-05
2,1213.8,27.789,7.2599e-05
3,1200,0.0086357,2.4855e-06
3,1160,0.041346,1.5967e-05
3,1260,0.13045,3.4046e-05
3,1260,0.35067,2.6116e-05
3,1160,1.4959,3.9738e-07
3,1200,49.47,5.1139e-05
3,1200,51.531,9.3877e-07
3,1200,44.195,6.3137e-05
3,1200,47.36,3.3049e-05
3,1200,47.315,5.7733e-05
3,1200,40.777,4.2668e-05
3,1200,45.881,4.7049e-05
3,1200,41.508,8.3083e-05
3,1200,47.444,1.5687e-05
3,1160,178.8,0.00014254
3,1160,47.371,7.366e-05
3,1200,38.485,6.8918e-05
3,1200,48.495,7.5182e-05
3,1200,43.147,0.00010943
3,1200,42.825,0.0031665
3,1200,49.209,2.1955e-05
3,1200,54.732,2.1913e-05
3,1200,48.054,4.828e-06
3,1200,48.929,2.3338e-05
3,1200,44.547,9.6231e-06
3,1200,44.423,4.3799e-05
3,1200,43.846,2.9401e-05
3,1197,42.606,0.00015795
3,1197,42.606,0.00015795
3,1197,42.606,0.00015795
3,1197,42.606,0.00015795
4,1200,0.010892,6.5523e-05
4,1260,0.034534,7.5212e-05
4,1160,0.10086,3.3081e-05
4,1160,0.26872,3.0784e-05
4,1260,1.1621,1.3908e-05
4,1190,5.7348,3.9637e-05
4,1230,9.3589,6.7577e-06
4,1200,93.072,5.3667e-05
4,1200,73.389,5.6303e-06
4,1200,68.371,0.00087487
4,1200,69.009,2.8092e-05
4,1200,68.183,8.7368e-05
4,1200,72.026,7.8427e-05
4,1200,66.382,6.6344e-05
4,1240,437.63,0.00015441
4,1200,63.453,1.5758e-05
4,1200,62.93,6.3477e-05
4,1200,60.542,6.8637e-05
4,1200,55.203,5.234e-05
4,1200,52.889,0.0022685
4,1200,50.557,0.00015884
4,1200,48.586,0.00014914
4,1200,52.479,2.5295e-05
4,1200,51.641,6.5618e-05
4,1200,58.571,0.0013872
4,1200,59.859,9.169e-05
4,1200,63.65,0.00022308
4,1200,64.069,1.5892e-05
4,1200,61.751,6.3916e-05
4,1200,430.57,1.18e-05
4,1205.3,73.383,0.00020916
5,1200,0.59294,0.001289
5,1160,2.0992,4.2728e-06
5,1160,6.4671,1.111e-05
5,1160,16.854,7.4776e-06
5,1160,57.312,0.0001462
5,1160,126.13,0.00012568
5,1200,74.168,3.4567e-05
